7.730000000000000204e-01,3.599999999999999728e-02
7.690000000000000169e-01,0.000000000000000000e+00
7.690000000000000169e-01,0.000000000000000000e+00
7.730000000000000204e-01,1.630000000000000060e-01
7.650000000000000133e-01,2.379999999999999893e-01
7.660000000000000142e-01,1.330000000000000071e-01
7.660000000000000142e-01,0.000000000000000000e+00
7.670000000000000151e-01,0.000000000000000000e+00
7.650000000000000133e-01,2.069999999999999896e-01
7.610000000000000098e-01,3.099999999999999978e-02
7.630000000000000115e-01,1.320000000000000062e-01
7.660000000000000142e-01,8.100000000000000255e-02
7.680000000000000160e-01,0.000000000000000000e+00
7.690000000000000169e-01,1.320000000000000062e-01
7.680000000000000160e-01,0.000000000000000000e+00
7.680000000000000160e-01,0.000000000000000000e+00
7.700000000000000178e-01,0.000000000000000000e+00
7.710000000000000187e-01,0.000000000000000000e+00
7.720000000000000195e-01,5.000000000000000278e-02
7.730000000000000204e-01,0.000000000000000000e+00
7.730000000000000204e-01,3.200000000000000067e-02
7.720000000000000195e-01,0.000000000000000000e+00
7.750000000000000222e-01,0.000000000000000000e+00
7.750000000000000222e-01,0.000000000000000000e+00
7.750000000000000222e-01,1.310000000000000053e-01
7.750000000000000222e-01,0.000000000000000000e+00
7.750000000000000222e-01,1.310000000000000053e-01
7.720000000000000195e-01,0.000000000000000000e+00
7.730000000000000204e-01,0.000000000000000000e+00
7.720000000000000195e-01,4.900000000000000189e-02
7.710000000000000187e-01,0.000000000000000000e+00
7.720000000000000195e-01,1.310000000000000053e-01
7.730000000000000204e-01,0.000000000000000000e+00
7.760000000000000231e-01,1.310000000000000053e-01
7.760000000000000231e-01,0.000000000000000000e+00
7.760000000000000231e-01,0.000000000000000000e+00
7.750000000000000222e-01,1.310000000000000053e-01
7.720000000000000195e-01,2.929999999999999827e-01
7.660000000000000142e-01,4.800000000000000100e-02
7.660000000000000142e-01,1.310000000000000053e-01
7.610000000000000098e-01,1.310000000000000053e-01
7.560000000000000053e-01,1.310000000000000053e-01
7.489999999999999991e-01,2.640000000000000124e-01
7.359999999999999876e-01,2.660000000000000142e-01
7.289999999999999813e-01,1.899999999999999953e-02
7.259999999999999787e-01,6.600000000000000311e-02
7.239999999999999769e-01,6.600000000000000311e-02
7.219999999999999751e-01,6.600000000000000311e-02
7.219999999999999751e-01,4.800000000000000100e-02
7.209999999999999742e-01,0.000000000000000000e+00
7.209999999999999742e-01,4.800000000000000100e-02
7.239999999999999769e-01,6.600000000000000311e-02
7.239999999999999769e-01,1.140000000000000041e-01
7.239999999999999769e-01,0.000000000000000000e+00
7.249999999999999778e-01,6.600000000000000311e-02
7.299999999999999822e-01,3.790000000000000036e-01
7.319999999999999840e-01,6.600000000000000311e-02
7.329999999999999849e-01,0.000000000000000000e+00
7.339999999999999858e-01,0.000000000000000000e+00
7.339999999999999858e-01,0.000000000000000000e+00
7.379999999999999893e-01,1.660000000000000087e-01
7.389999999999999902e-01,0.000000000000000000e+00
7.399999999999999911e-01,1.600000000000000033e-02
7.409999999999999920e-01,0.000000000000000000e+00
7.419999999999999929e-01,5.000000000000000278e-02
7.429999999999999938e-01,5.000000000000000278e-02
7.459999999999999964e-01,8.300000000000000433e-02
7.409999999999999920e-01,3.950000000000000178e-01
7.399999999999999911e-01,0.000000000000000000e+00
7.399999999999999911e-01,0.000000000000000000e+00
7.419999999999999929e-01,8.400000000000000522e-02
7.409999999999999920e-01,0.000000000000000000e+00
7.429999999999999938e-01,0.000000000000000000e+00
7.409999999999999920e-01,0.000000000000000000e+00
7.409999999999999920e-01,8.400000000000000522e-02
7.409999999999999920e-01,1.819999999999999951e-01
7.399999999999999911e-01,0.000000000000000000e+00
7.399999999999999911e-01,0.000000000000000000e+00
7.379999999999999893e-01,4.900000000000000189e-02
7.369999999999999885e-01,1.330000000000000071e-01
7.369999999999999885e-01,4.900000000000000189e-02
7.359999999999999876e-01,0.000000000000000000e+00
7.369999999999999885e-01,0.000000000000000000e+00
7.379999999999999893e-01,0.000000000000000000e+00
7.369999999999999885e-01,0.000000000000000000e+00
7.359999999999999876e-01,0.000000000000000000e+00
